F7 Value,T7 Value,P7 Value,O1 Value,O2 Value,P8 Value,T8 Value,F8 Value,class
3916.696969,3846.636363,4214.454545,4381.363636,4155.727272,4279.363636,4908.363636,3989.848484,0
3913.60606,3837.878787,4226.818181,4386.515151,4160.363636,4287.60606,4916.090909,3998.60606,0
3916.696969,3826.545454,4223.727272,4389.60606,4159.848484,4287.60606,4942.878787,3999.636363,0
3913.60606,3845.090909,4221.151515,4387.030303,4159.848484,4278.848484,4945.969696,3999.121212,0
3914.636363,3849.727272,4223.212121,4388.060606,4157.272727,4280.393939,4930.515151,3998.090909,0
3916.696969,3831.696969,4223.212121,4391.666666,4149.545454,4285.545454,4922.272727,3990.878787,0
3912.575757,3842.515151,4227.333333,4394.242424,4149.545454,4289.151515,4926.90909,3991.909091,0
3915.151515,3857.454545,4228.363636,4396.30303,4154.696969,4286.575757,4927.424242,3996.030303,0
3915.151515,3848.181818,4230.939394,4396.818181,4157.272727,4285.030303,4926.90909,3999.636363,0
3916.181818,3844.060606,4233.515151,4398.878787,4158.818181,4285.030303,4926.393939,3997.575757,0
3917.727272,3844.575757,4236.090909,4401.969697,4160.878787,4289.151515,4924.333333,3990.363636,0
3913.090909,3830.151515,4234.030303,4400.939394,4160.878787,4295.333333,4927.939393,3995.515151,0
3916.696969,3830.151515,4224.242424,4398.363636,4156.242424,4285.545454,4932.575757,3997.060606,0
3916.696969,3859.515151,4228.363636,4396.30303,4146.454545,4280.90909,4932.575757,3995,0
3913.60606,3867.242424,4236.60606,4394.242424,4139.757575,4285.545454,4929.484848,3997.575757,0
3916.181818,3849.212121,4229.393939,4392.696969,4140.272727,4278.848484,4927.424242,3995,0
3913.60606,3841.484848,4224.757575,4390.636363,4144.393939,4278.333333,4933.60606,3997.575757,0
3914.121212,3836.848484,4222.181818,4393.212121,4148,4291.212121,4935.666666,4006.848484,0
3914.636363,3842,4224.242424,4397.333333,4145.939394,4300.484848,4929.484848,4012.515151,0
3915.151515,3852.818181,4235.575757,4397.333333,4145.939394,4295.333333,4925.878787,4012,0
3917.727272,3847.666666,4239.181818,4394.757575,4148,4287.090909,4928.454545,4007.878787,0
3913.090909,3851.787878,4237.121212,4393.727272,4145.424242,4289.151515,4940.30303,4009.424242,0
3916.181818,3862.090909,4234.545454,4396.818181,4142.333333,4282.969697,4944.939393,4008.393939,0
3917.727272,3853.848484,4231.454545,4395.272727,4148.515151,4277.30303,4938.242424,4006.333333,0
3914.121212,3839.939394,4229.393939,4389.60606,4157.272727,4290.181818,4939.787878,4010.454545,0
3916.181818,3843.545454,4226.30303,4391.151515,4153.666666,4299.969697,4943.393939,4009.939394,0
3914.636363,3863.121212,4231.969697,4394.242424,4148,4299.454545,4949.575757,4010.969697,0
3916.696969,3865.181818,4239.181818,4392.181818,4150.575757,4295.848484,4949.060606,4009.939394,0
3917.212121,3851.787878,4239.696969,4391.151515,4148.515151,4291.727272,4939.787878,4004.272727,0
3912.060606,3845.090909,4236.60606,4395.272727,4143.878787,4285.545454,4934.636363,4006.848484,0
3917.727272,3831.181818,4228.363636,4398.363636,4141.818181,4274.727272,4927.424242,4005.30303,0
3918.242424,3830.151515,4227.848484,4394.757575,4143.363636,4281.424242,4934.121212,4006.333333,0
3915.151515,3856.939394,4235.060606,4393.212121,4148,4296.363636,4946.484848,4012.515151,0
3916.696969,3870.333333,4239.181818,4397.333333,4146.969697,4294.30303,4937.212121,4010.969697,0
3915.666666,3859,4236.090909,4395.272727,4140.787878,4289.666666,4936.696969,4011.484848,0
3917.212121,3846.121212,4224.242424,4390.636363,4141.818181,4291.212121,4946.484848,4014.060606,0
3916.181818,3849.212121,4222.181818,4390.121212,4148,4290.696969,4942.363636,4016.636363,0
3916.181818,3847.151515,4227.848484,4391.151515,4149.030303,4288.636363,4936.696969,4016.636363,0
3917.727272,3837.363636,4225.272727,4390.636363,4147.484848,4294.818181,4941.333333,4014.575757,0
3914.636363,3847.666666,4225.787878,4391.666666,4152.121212,4302.030303,4948.545454,4018.181818,0
3918.757575,3863.636363,4234.545454,4393.212121,4153.151515,4292.242424,4946.484848,4015.090909,0
3918.757575,3863.121212,4245.878787,4394.242424,4149.030303,4289.666666,4945.969696,4014.060606,0
3915.666666,3853.848484,4246.393939,4396.818181,4148.515151,4294.30303,4942.363636,4017.666666,0
3916.181818,3854.878787,4240.727272,4397.848484,4146.454545,4281.424242,4933.60606,4012,0
3911.545454,3860.545454,4242.272727,4394.757575,4148,4279.878787,4941.848484,4013.030303,0
3915.666666,3844.060606,4238.666666,4394.757575,4152.121212,4292.757575,4944.424242,4014.060606,0
3918.757575,3836.333333,4231.969697,4391.151515,4146.969697,4288.121212,4934.636363,4010.969697,0
3913.60606,3856.939394,4229.90909,4385.484848,4143.878787,4280.90909,4934.121212,4016.636363,0
3914.636363,3868.787878,4234.545454,4389.60606,4149.545454,4288.121212,4944.424242,4027.969697,0
3914.636363,3860.030303,4242.787878,4392.696969,4155.212121,4297.393939,4956.272727,4034.151515,0
3916.181818,3857.454545,4236.60606,4389.60606,4154.181818,4294.30303,4949.060606,4027.969697,0
3912.575757,3865.181818,4231.969697,4390.121212,4149.030303,4293.272727,4939.787878,4025.909091,0
3910.515151,3867.757575,4242.787878,4392.181818,4149.545454,4294.818181,4945.454545,4030.030303,0
3918.242424,3857.454545,4239.181818,4394.242424,4149.030303,4289.151515,4945.969696,4025.909091,0
3916.181818,3848.696969,4231.454545,4391.666666,4144.90909,4292.757575,4944.939393,4026.939394,0
3918.242424,3851.787878,4235.575757,4390.121212,4146.454545,4292.242424,4945.969696,4027.969697,0
3920.30303,3867.757575,4240.727272,4391.666666,4150.575757,4285.545454,4944.939393,4025.909091,0
3912.060606,3874.969697,4241.757575,4390.636363,4153.666666,4297.90909,4943.90909,4032.60606,0
3914.121212,3858.484848,4239.181818,4390.636363,4157.787878,4308.212121,4944.424242,4033.121212,0
3916.181818,3856.939394,4238.666666,4390.636363,4161.393939,4299.969697,4950.090909,4028.484848,0
3915.151515,3867.242424,4236.090909,4388.575757,4162.939394,4290.181818,4951.636363,4028.484848,0
3914.121212,3854.878787,4235.060606,4387.545454,4161.393939,4295.333333,4950.090909,4030.545454,0
3913.60606,3842.515151,4236.60606,4389.090909,4157.787878,4302.545454,4954.212121,4035.696969,0
3917.727272,3847.151515,4230.939394,4390.121212,4152.636363,4291.727272,4948.030303,4031.575757,0
3915.151515,3861.060606,4230.939394,4388.575757,4151.60606,4287.090909,4941.848484,4024.878787,0
3915.151515,3868.787878,4235.575757,4388.575757,4156.757575,4296.878787,4944.939393,4026.424242,0
3917.727272,3862.090909,4234.030303,4389.090909,4158.30303,4292.757575,4948.030303,4029.515151,0
3911.545454,3856.424242,4234.030303,4386.515151,4158.30303,4288.121212,4949.060606,4031.575757,0
3914.636363,3857.454545,4236.60606,4388.575757,4161.90909,4299.969697,4940.30303,4026.424242,0
3916.696969,3858.484848,4241.242424,4391.666666,4164.484848,4308.727272,4939.272727,4022.818181,0
3912.575757,3845.090909,4237.636363,4393.212121,4162.939394,4299.454545,4947,4022.818181,0
3914.121212,3837.878787,4225.787878,4391.666666,4156.242424,4288.636363,4942.363636,4019.212121,0
3914.121212,3864.666666,4232.484848,4387.030303,4151.60606,4287.090909,4939.272727,4023.333333,0
3916.696969,3879.090909,4243.30303,4387.030303,4156.242424,4285.030303,4943.393939,4023.333333,0
3916.696969,3867.242424,4242.272727,4390.636363,4165.515151,4292.242424,4951.636363,4025.909091,0
3914.636363,3865.181818,4241.242424,4390.121212,4170.151515,4306.666666,4956.787878,4037.757575,0
3915.666666,3861.060606,4239.696969,4389.090909,4166.545454,4304.090909,4945.454545,4040.333333,0
3912.575757,3847.151515,4240.212121,4388.575757,4165.515151,4302.545454,4942.363636,4040.333333,0
3916.696969,3851.272727,4240.212121,4388.060606,4167.060606,4304.60606,4952.666666,4033.121212,0
3917.727272,3867.757575,4235.060606,4386.515151,4159.848484,4293.272727,4953.696969,4017.151515,0
3911.030303,3865.696969,4231.454545,4384.969697,4154.181818,4284.515151,4945.454545,4014.060606,0
3917.212121,3851.787878,4231.454545,4387.030303,4158.30303,4287.090909,4943.90909,4023.333333,0
3918.242424,3856.424242,4233,4389.090909,4165.515151,4294.818181,4953.696969,4036.212121,0
3913.60606,3863.636363,4228.878787,4384.969697,4164.484848,4296.363636,4954.727272,4039.30303,0
3913.60606,3853.333333,4229.90909,4382.90909,4157.272727,4293.272727,4939.787878,4032.60606,0
3913.60606,3842,4236.090909,4387.030303,4152.121212,4287.090909,4936.181818,4028.484848,0
3917.212121,3842.515151,4227.848484,4385.484848,4154.181818,4277.818181,4942.878787,4024.363636,0
3916.181818,3854.363636,4225.787878,4378.272727,4161.393939,4285.030303,4947,4023.333333,0
3916.696969,3858.484848,4234.545454,4382.393939,4166.545454,4296.363636,4940.818181,4022.30303,0
3917.727272,3853.848484,4235.575757,4388.575757,4166.030303,4296.363636,4932.060606,4017.666666,0
3911.030303,3856.939394,4229.393939,4382.393939,4165.515151,4294.30303,4939.272727,4018.696969,0
3915.151515,3853.333333,4225.272727,4381.878787,4163.969697,4286.575757,4937.727272,4019.727272,0
3916.181818,3850.757575,4233.515151,4388.575757,4162.424242,4286.575757,4921.242424,4027.969697,0
3913.60606,3852.818181,4237.121212,4389.090909,4161.393939,4294.818181,4921.242424,4035.181818,0
3913.60606,3843.030303,4230.939394,4388.060606,4161.393939,4294.30303,4938.757575,4030.545454,0
3912.060606,3837.363636,4233,4386,4160.363636,4293.787878,4950.60606,4033.636363,0
3917.212121,3843.545454,4231.969697,4383.424242,4154.696969,4291.727272,4935.666666,4034.666666,0
3915.666666,3854.363636,4225.787878,4380.333333,4151.090909,4284,4927.939393,4027.454545,0
3912.575757,3859.515151,4227.848484,4380.333333,4158.30303,4287.090909,4942.363636,4029.515151,0
3916.696969,3856.939394,4234.545454,4382.90909,4163.454545,4298.424242,4944.939393,4036.727272,0
3914.636363,3855.393939,4240.727272,4385.484848,4165.515151,4302.545454,4943.90909,4044.969697,0
3915.666666,3840.454545,4230.424242,4388.060606,4167.575757,4295.333333,4945.454545,4042.909091,0
3915.666666,3835.30303,4219.60606,4382.90909,4161.393939,4295.333333,4947.515151,4034.666666,0
3912.575757,3860.545454,4226.30303,4379.30303,4158.30303,4298.424242,4944.939393,4032.090909,0
3915.666666,3870.848484,4227.848484,4381.363636,4159.848484,4284,4940.30303,4030.030303,0
3913.60606,3859.515151,4225.272727,4382.90909,4157.272727,4279.363636,4941.848484,4032.60606,0
3915.666666,3852.30303,4226.818181,4386,4156.757575,4290.696969,4936.696969,4033.636363,0
3916.696969,3851.272727,4228.363636,4387.030303,4162.939394,4290.181818,4938.242424,4031.575757,0
3913.090909,3848.181818,4228.363636,4384.454545,4166.030303,4285.545454,4938.242424,4032.090909,0
3915.666666,3842,4227.333333,4382.393939,4160.878787,4289.666666,4917.121212,4030.030303,0
3915.666666,3851.272727,4226.30303,4377.757575,4158.30303,4298.424242,4926.90909,4034.151515,0
3917.212121,3865.181818,4225.272727,4378.272727,4168.60606,4301,4963.484848,4038.787878,0
3917.212121,3859,4233,4385.484848,4178.393939,4302.030303,4968.121212,4042.909091,0
3909.484848,3844.575757,4238.151515,4385.484848,4173.242424,4303.060606,4952.666666,4042.909091,0
3915.151515,3843.030303,4224.242424,4381.363636,4164.484848,4291.212121,4939.787878,4026.424242,0
3918.242424,3852.30303,4220.636363,4379.30303,4165.515151,4288.636363,4935.666666,4019.727272,0
3914.121212,3853.333333,4226.818181,4380.848484,4167.575757,4295.848484,4940.818181,4030.030303,0
3914.636363,3855.393939,4225.787878,4383.939394,4163.969697,4292.757575,4940.818181,4031.575757,0
3914.121212,3863.636363,4223.727272,4384.454545,4164.484848,4290.181818,4940.818181,4029.515151,0
3917.727272,3857.454545,4223.727272,4383.424242,4164.484848,4289.666666,4946.484848,4025.393939,0
3917.212121,3849.727272,4225.787878,4381.363636,4161.90909,4291.727272,4948.545454,4030.545454,0
3916.181818,3848.696969,4224.242424,4378.272727,4162.424242,4294.30303,4948.545454,4030.545454,0
3917.727272,3848.181818,4219.090909,4377.757575,4162.424242,4287.090909,4944.424242,4035.696969,0
3913.090909,3860.030303,4226.30303,4381.363636,4163.969697,4286.575757,4950.60606,4036.212121,0
3915.151515,3866.212121,4224.242424,4382.90909,4163.969697,4293.272727,4948.545454,4030.545454,0
3916.696969,3856.424242,4209.30303,4376.212121,4158.818181,4290.696969,4930.515151,4026.424242,0
3916.181818,3849.727272,4210.848484,4374.151515,4159.333333,4283.484848,4919.696969,4031.060606,0
3917.727272,3842,4222.696969,4377.757575,4162.424242,4287.60606,4930,4031.575757,0
3911.545454,3847.666666,4228.878787,4378.272727,4161.90909,4296.363636,4948.030303,4029.515151,0
3915.666666,3864.151515,4227.333333,4379.30303,4160.878787,4288.636363,4942.363636,4022.30303,0
3917.727272,3865.696969,4227.333333,4383.424242,4157.272727,4277.818181,4930.515151,4017.666666,0
3911.030303,3853.333333,4227.848484,4382.393939,4154.696969,4276.787878,4939.272727,4025.393939,0
3915.151515,3845.60606,4219.090909,4376.727272,4157.272727,4278.848484,4939.787878,4029.515151,0
3916.696969,3854.878787,4214.969697,4375.181818,4159.848484,4287.090909,4932.060606,4029.515151,0
3916.181818,3850.757575,4214.454545,4377.757575,4158.30303,4284,4932.060606,4026.424242,0
3915.666666,3830.151515,4214.454545,4377.757575,4159.848484,4276.787878,4939.787878,4028.484848,0
3912.575757,3829.636363,4216,4377.757575,4171.696969,4291.212121,4946.484848,4037.242424,0
3917.212121,3852.818181,4214.454545,4380.333333,4178.393939,4296.878787,4941.848484,4036.212121,0
3916.181818,3876,4219.090909,4379.30303,4169.636363,4285.545454,4939.787878,4035.181818,0
3913.60606,3870.848484,4225.272727,4379.30303,4162.939394,4279.363636,4944.939393,4034.151515,0
3914.636363,3856.939394,4225.787878,4380.848484,4164.484848,4278.848484,4946.484848,4031.060606,0
3914.636363,3854.363636,4220.121212,4376.727272,4162.939394,4285.030303,4937.212121,4039.30303,0
3919.272727,3850.242424,4215.484848,4375.696969,4157.272727,4285.545454,4924.333333,4042.909091,0
3915.151515,3857.454545,4224.757575,4379.30303,4156.757575,4279.363636,4935.666666,4038.272727,0
3913.090909,3869.818181,4229.393939,4379.30303,4157.787878,4277.818181,4948.030303,4032.090909,0
3917.727272,3864.666666,4222.696969,4382.393939,4156.242424,4282.969697,4936.181818,4026.939394,0
3913.090909,3854.363636,4225.787878,4386.515151,4157.787878,4290.696969,4936.181818,4035.696969,0
3914.636363,3853.848484,4225.787878,4384.969697,4159.333333,4288.121212,4945.969696,4039.818181,0
3915.666666,3854.363636,4218.060606,4378.787878,4160.363636,4284.515151,4944.424242,4037.757575,0
3914.121212,3842.515151,4218.575757,4375.181818,4162.939394,4288.636363,4940.818181,4043.424242,0
3916.181818,3845.60606,4225.787878,4375.696969,4164.484848,4288.121212,4941.333333,4052.181818,0
3914.121212,3866.727272,4228.878787,4377.242424,4165.515151,4287.60606,4940.818181,4051.151515,0
3916.696969,3865.181818,4221.151515,4377.757575,4161.393939,4281.939394,4938.757575,4038.787878,0
3915.666666,3854.878787,4224.242424,4377.242424,4159.333333,4277.818181,4945.454545,4042.909091,0
3913.090909,3867.242424,4235.575757,4380.848484,4165.515151,4285.545454,4944.939393,4057.333333,0
3916.181818,3866.727272,4231.454545,4387.030303,4166.030303,4290.181818,4933.60606,4052.181818,0
3913.60606,3848.181818,4226.30303,4386.515151,4162.939394,4288.121212,4936.181818,4047.545454,0
3914.636363,3845.090909,4225.787878,4387.545454,4163.454545,4282.969697,4932.060606,4051.666666,0
3915.151515,3863.636363,4225.272727,4384.969697,4164.484848,4284.515151,4925.878787,4057.333333,0
3912.060606,3877.545454,4223.727272,4376.727272,4165,4290.696969,4948.030303,4060.424242,0
3916.181818,3862.090909,4223.212121,4380.848484,4165.515151,4294.30303,4965.545454,4057.333333,0
3916.181818,3849.212121,4225.787878,4389.090909,4167.575757,4299.454545,4959.878787,4062.484848,0
3916.181818,3855.393939,4227.848484,4383.939394,4169.636363,4296.363636,4955.757575,4069.696969,0
3916.181818,3860.545454,4230.424242,4376.212121,4167.575757,4294.30303,4959.363636,4068.666666,0
3914.121212,3864.151515,4232.484848,4379.818181,4163.969697,4298.939394,4946.484848,4064.545454,0
3918.242424,3868.787878,4229.90909,4383.939394,4161.90909,4294.30303,4929.484848,4056.818181,0
3916.181818,3874.454545,4232.484848,4377.242424,4159.848484,4289.666666,4943.90909,4055.787878,0
3914.121212,3869.30303,4232.484848,4380.333333,4161.90909,4291.727272,4957.30303,4058.363636,0
3916.696969,3852.818181,4225.787878,4389.090909,4163.969697,4290.181818,4944.424242,4051.666666,0
3913.60606,3851.272727,4227.848484,4388.575757,4168.60606,4298.424242,4945.454545,4051.151515,0
3917.212121,3859.515151,4229.90909,4387.030303,4177.878787,4305.121212,4958.333333,4055.272727,0
3915.151515,3861.060606,4229.90909,4388.575757,4184.060606,4299.454545,4955.757575,4058.878787,0
3912.575757,3859,4230.939394,4386,4184.575757,4296.878787,4947.515151,4061.454545,0
3917.212121,3866.727272,4230.424242,4381.363636,4179.939394,4305.121212,4949.060606,4065.060606,0
3916.696969,3883.727272,4233.515151,4379.30303,4173.757575,4308.212121,4958.333333,4070.727272,0
3918.242424,3878.575757,4234.030303,4382.393939,4166.545454,4294.818181,4954.727272,4058.363636,0
3916.696969,3862.60606,4239.181818,4387.545454,4163.454545,4289.666666,4945.969696,4043.939394,0
3915.666666,3862.090909,4240.727272,4385.484848,4165,4294.818181,4945.454545,4045.484848,0
3918.757575,3866.212121,4234.030303,4382.393939,4164.484848,4289.666666,4942.878787,4046.515151,0
3913.090909,3869.30303,4234.030303,4384.969697,4168.090909,4286.575757,4931.545454,4044.454545,0
3913.090909,3861.575757,4229.393939,4386,4171.696969,4290.181818,4918.666666,4040.848484,0
3914.121212,3856.424242,4227.333333,4382.393939,4169.636363,4295.333333,4933.090909,4044.454545,0
3913.090909,3866.727272,4235.575757,4382.393939,4172.212121,4296.878787,4956.272727,4060.424242,0
3918.757575,3866.727272,4229.90909,4380.848484,4175.30303,4289.666666,4944.939393,4064.545454,0
3917.212121,3857.454545,4222.696969,4376.727272,4171.181818,4287.090909,4933.090909,4060.424242,0
3916.181818,3854.878787,4222.696969,4377.242424,4165.515151,4286.060606,4936.181818,4054.757575,0
3916.696969,3865.181818,4224.242424,4377.242424,4163.454545,4283.484848,4925.878787,4052.181818,0
3915.666666,3861.575757,4230.424242,4376.212121,4166.545454,4288.636363,4917.636363,4052.696969,0
3920.30303,3846.121212,4234.030303,4376.212121,4170.666666,4287.60606,4926.90909,4048.575757,0
3916.181818,3851.272727,4233.515151,4377.242424,4168.60606,4289.151515,4944.424242,4054.757575,0
3917.212121,3851.787878,4229.90909,4381.878787,4168.090909,4294.30303,4945.454545,4059.393939,0
3920.30303,3843.545454,4227.848484,4387.030303,4172.212121,4286.060606,4937.727272,4051.151515,0
3913.090909,3851.787878,4229.393939,4382.90909,4171.696969,4277.30303,4937.727272,4045.484848,0
3914.636363,3859.515151,4222.696969,4378.272727,4168.60606,4280.393939,4925.363636,4041.878787,0
3917.212121,3850.757575,4222.181818,4380.333333,4170.151515,4293.787878,4919.181818,4046,0
3917.727272,3844.575757,4229.393939,4381.878787,4170.151515,4296.878787,4933.090909,4053.212121,0
3918.242424,3855.393939,4231.454545,4376.212121,4167.575757,4287.60606,4943.393939,4053.727272,0
3914.121212,3861.575757,4226.818181,4369,4169.121212,4289.151515,4945.454545,4057.333333,0
3914.636363,3851.272727,4222.181818,4372.090909,4168.60606,4294.30303,4944.939393,4060.424242,0
3912.575757,3853.333333,4228.878787,4377.757575,4165,4290.696969,4944.424242,4061.969697,0
3912.060606,3863.121212,4230.424242,4379.30303,4163.454545,4284,4934.636363,4056.30303,0
3914.636363,3855.393939,4223.212121,4382.393939,4161.90909,4280.90909,4923.30303,4043.424242,0
3910.515151,3849.212121,4223.212121,4385.484848,4165,4279.363636,4925.363636,4046.515151,0
3914.636363,3835.818181,4221.151515,4384.454545,4172.727272,4275.242424,4922.787878,4056.30303,0
3917.727272,3831.696969,4219.090909,4379.30303,4174.272727,4284,4925.878787,4059.909091,0
3915.151515,3858.484848,4224.242424,4376.212121,4174.787878,4297.393939,4944.939393,4062.484848,0
3916.181818,3864.151515,4227.333333,4378.272727,4175.30303,4295.333333,4954.212121,4063,0
3914.636363,3849.727272,4228.363636,4378.272727,4170.151515,4291.212121,4951.121212,4068.666666,0
3916.696969,3846.636363,4223.727272,4378.787878,4165.515151,4290.696969,4941.848484,4071.757575,0
3917.727272,3844.575757,4219.60606,4377.242424,4168.090909,4289.151515,4933.090909,4066.090909,0
3914.636363,3856.424242,4229.90909,4376.212121,4168.60606,4289.151515,4933.090909,4056.818181,0
3918.757575,3880.121212,4237.636363,4379.818181,4165,4288.636363,4935.151515,4052.696969,0
3916.181818,3876,4238.151515,4382.90909,4170.666666,4293.272727,4945.454545,4066.090909,0
3914.121212,3857.969697,4237.121212,4384.454545,4177.878787,4293.272727,4952.666666,4072.787878,0
3915.151515,3861.060606,4238.666666,4386.515151,4170.666666,4290.696969,4938.242424,4066.090909,0
3913.60606,3866.727272,4239.696969,4387.030303,4168.60606,4293.787878,4930.515151,4067.636363,0
3916.181818,3859.515151,4236.60606,4385.484848,4175.30303,4288.121212,4940.30303,4068.666666,0
3912.575757,3850.242424,4235.575757,4382.90909,4177.363636,4290.696969,4949.575757,4072.787878,0
3914.121212,3844.575757,4226.30303,4381.878787,4174.787878,4301.515151,4947.515151,4075.363636,0
3919.272727,3854.878787,4219.090909,4378.272727,4170.666666,4295.848484,4945.969696,4071.242424,0
3915.151515,3866.727272,4225.272727,4374.666666,4170.151515,4291.727272,4950.60606,4073.30303,0
3916.696969,3859.515151,4224.757575,4379.30303,4170.151515,4290.696969,4941.333333,4073.818181,0
3916.696969,3860.030303,4223.212121,4382.90909,4164.484848,4284.515151,4933.60606,4074.333333,0
3916.696969,3858.484848,4235.575757,4382.393939,4165,4284.515151,4937.212121,4081.030303,0
3917.212121,3847.666666,4247.939394,4387.545454,4175.30303,4293.787878,4944.939393,4085.151515,0
3914.636363,3860.545454,4244.333333,4389.60606,4178.90909,4298.424242,4961.424242,4088.242424,0
3920.30303,3871.878787,4231.969697,4381.878787,4175.30303,4294.30303,4960.90909,4086.181818,0
3917.727272,3864.666666,4228.363636,4375.696969,4176.848484,4299.454545,4942.878787,4085.666666,0
3913.090909,3859,4227.848484,4377.757575,4180.454545,4306.666666,4941.333333,4085.666666,0
3919.787878,3857.969697,4227.848484,4380.848484,4180.454545,4304.090909,4950.090909,4080.515151,0
3917.212121,3858.484848,4235.575757,4377.242424,4179.939394,4296.363636,4949.575757,4078.969697,0
3916.696969,3848.181818,4231.454545,4373.121212,4173.757575,4284,4943.90909,4075.363636,0
3916.696969,3845.090909,4222.181818,4372.60606,4163.454545,4280.393939,4943.393939,4071.242424,0
3913.090909,3864.151515,4225.787878,4374.666666,4161.90909,4278.848484,4931.030303,4065.060606,0
3914.636363,3876,4228.878787,4376.727272,4160.878787,4269.575757,4916.60606,4058.878787,0
3912.575757,3863.636363,4231.969697,4378.272727,4161.393939,4273.696969,4925.878787,4069.181818,0
3914.636363,3841.484848,4232.484848,4383.939394,4168.60606,4284.515151,4931.030303,4074.848484,0
3916.696969,3844.060606,4232.484848,4389.090909,4174.272727,4282.969697,4929.484848,4072.787878,0
3915.151515,3864.151515,4235.060606,4386,4176.333333,4285.030303,4942.878787,4082.060606,0
3918.757575,3868.272727,4236.090909,4382.90909,4177.363636,4293.787878,4945.969696,4086.181818,0
3916.696969,3857.969697,4237.636363,4380.848484,4178.393939,4302.030303,4946.484848,4081.545454,0
3917.727272,3854.363636,4238.151515,4378.787878,4176.333333,4301.515151,4954.212121,4081.545454,0
3918.757575,3865.696969,4235.060606,4377.757575,4167.575757,4292.757575,4953.696969,4085.151515,0
3916.181818,3868.272727,4233.515151,4378.787878,4164.484848,4286.575757,4950.60606,4084.636363,0
3917.727272,3848.696969,4233,4380.848484,4166.030303,4278.848484,4941.848484,4073.818181,0
3912.060606,3852.818181,4237.121212,4379.30303,4165.515151,4276.272727,4938.242424,4071.757575,0
3913.090909,3863.636363,4236.090909,4381.878787,4167.060606,4284,4941.333333,4075.363636,0
3918.242424,3843.545454,4233,4387.545454,4169.636363,4286.060606,4944.424242,4071.757575,0
3914.636363,3846.121212,4239.696969,4386,4171.696969,4285.030303,4947.515151,4076.393939,0
